,AGG,TARGET,SCORING_PREDICT,AMT_GOODS_PRICE,AMT_CREDIT,AMT_ANNUITY,AMT_INCOME_TOTAL,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_EMPLOYED_PERCENT,REGION_POPULATION_RELATIVE,CNT_CHILDREN,AMT_CREDIT_qcut,DAYS_BIRTH_qcut,ANNUITY_INCOME_PERCENT_qcut
248,mean,0.0,93.90963302752293,151313.197706422,163432.3116972477,10189.083256880735,153689.83027522935,0.07115596330275259,16.862844036697247,18981.910550458717,2698.8270642201833,0.14305504587155823,0.02110550458715641,0.13165137614678898,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
249,min,0.0,45.0,0.0,45000.0,2052.0,40500.0,0.01,8.0,17367.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
250,q10,0.0,87.0,67500.0,81000.0,6066.0,90000.0,0.04,10.0,17678.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
251,q25,0.0,93.0,112500.0,127350.0,7164.0,112500.0,0.05,13.0,18149.0,497.75,0.03,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
252,median,0.0,96.0,144000.0,166500.0,9380.5,135000.0,0.07,18.0,19000.5,1661.5,0.09,0.02,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
253,q75,0.0,98.0,202500.0,215640.0,11751.0,180000.0,0.09,20.0,19800.0,3766.75,0.2,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
254,q90,0.0,98.0,225000.0,229500.0,15399.9,225000.0,0.1,22.0,20255.0,7290.299999999999,0.39,0.04,1.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
255,max,0.0,100.0,900000.0,254700.0,30357.0,1800000.0,0.1,38.0,20578.0,13981.0,0.68,0.07,7.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(-0.001, 0.1]"
256,mean,0.0,94.15983026874116,189400.9900990099,205375.08769448372,17809.751060820367,81107.65629420085,0.2204101838755298,12.284299858557285,19033.03253182461,2375.910891089109,0.12589816124469588,0.019321074964639102,0.1188118811881188,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
257,min,0.0,58.0,54000.0,61128.0,5810.0,25650.0,0.2,8.0,17370.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
258,q10,0.0,87.0,126000.0,135000.0,10053.0,45000.0,0.2,9.0,17783.2,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
259,q25,0.0,93.0,148500.0,170640.0,13430.0,63000.0,0.21,10.0,18282.0,282.5,0.015,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
260,median,0.0,96.0,207000.0,225000.0,17150.0,76500.0,0.22,10.0,19086.0,1513.0,0.08,0.02,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
261,q75,0.0,98.0,225000.0,247275.0,23173.0,108000.0,0.23,14.0,19804.5,3347.5,0.18,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
262,q90,0.0,99.0,229500.0,254700.0,25860.6,112500.0,0.24,18.0,20257.6,6323.599999999999,0.33,0.03,1.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
263,max,0.0,99.0,252000.0,254700.0,30357.0,144000.0,0.25,28.0,20579.0,13785.0,0.67,0.07,3.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.19, 0.25]"
264,mean,0.0,94.17361543248289,180519.90541381456,195758.51773490978,15179.401369010578,91712.05538270068,0.16591163658991914,13.87678904791537,19048.67392657125,2415.411947728687,0.1279651524579963,0.02021157436216568,0.11823273179838208,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
265,min,0.0,48.0,0.0,45000.0,4383.0,27000.0,0.15,8.0,17367.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
266,q10,0.0,87.0,112500.0,123638.0,9000.0,54000.0,0.15,9.0,17720.6,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
267,q25,0.0,93.0,135000.0,157500.0,10822.0,67500.0,0.15,10.0,18260.0,238.0,0.01,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
268,median,0.0,96.0,189000.0,203760.0,13964.0,85500.0,0.16,13.0,19100.0,1475.0,0.08,0.02,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
269,q75,0.0,98.0,225000.0,239447.0,18477.0,112500.0,0.18,18.0,19841.5,3376.5,0.18,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
270,q90,0.0,99.0,229500.0,252369.00000000003,24088.800000000007,135000.0,0.19,20.0,20290.2,6239.800000000001,0.33,0.03,1.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
271,max,0.0,99.0,360000.0,254700.0,30357.0,202500.0,0.19,31.0,20579.0,13496.0,0.67,0.07,4.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.14, 0.19]"
272,mean,0.0,95.00913242009132,200583.86301369863,217120.20776255708,19872.828767123287,64713.682648401824,0.3163698630136991,11.333333333333334,19088.116438356163,2276.148401826484,0.12089041095890415,0.01917808219178071,0.1095890410958904,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
273,min,0.0,53.0,67500.0,71955.0,7245.0,27000.0,0.26,8.0,17369.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
274,q10,0.0,89.0,135000.0,143910.0,12114.800000000001,38250.0,0.26,9.0,17721.7,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
275,q25,0.0,94.0,180000.0,199467.0,15224.75,45000.0,0.27,10.0,18206.5,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
276,median,0.0,97.0,225000.0,229500.0,21238.0,67500.0,0.29,10.0,19235.5,1117.0,0.06,0.02,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
277,q75,0.0,98.0,225000.0,247500.0,24453.0,81000.0,0.34,13.0,19871.0,3317.25,0.1775,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
278,q90,0.0,99.0,229500.0,254700.0,25550.800000000003,90000.0,0.39,16.0,20294.6,6351.4000000000015,0.34900000000000037,0.03,0.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
279,max,0.0,99.0,252000.0,254700.0,30357.0,117000.0,0.63,24.0,20565.0,13047.0,0.65,0.07,3.0,"(44999.999, 254700.0]","(17366.0, 20579.0]","(0.25, 2.0]"
280,mean,0.0,92.4066193853428,176790.1757289204,190932.51260835302,14449.068163908589,117325.1134751773,0.12358156028368865,14.160756501182034,13155.094562647753,2004.1536643026004,0.15208431836091388,0.020141843971631483,0.8778565799842396,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
281,min,0.0,43.0,0.0,45000.0,4774.0,36000.0,0.11,8.0,11795.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
282,q10,0.0,84.0,103500.0,116438.40000000004,9000.0,67500.0,0.11,9.0,12033.7,297.0,0.02,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
283,q25,0.0,90.0,135000.0,152820.0,10238.0,90000.0,0.11,10.0,12466.5,733.25,0.06,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
284,median,0.0,95.0,180000.0,202500.0,12973.5,112500.0,0.12,13.0,13154.0,1525.0,0.12,0.02,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
285,q75,0.0,97.0,225000.0,229230.0,17239.5,135000.0,0.13,19.0,13877.75,2917.75,0.22,0.03,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
286,q90,0.0,98.0,229500.0,247500.0,23334.20000000002,180000.0,0.14,20.0,14267.0,4565.500000000003,0.35,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
287,max,0.0,99.0,450000.0,254700.0,30357.0,270000.0,0.14,31.0,14545.0,7863.0,0.54,0.07,5.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.1, 0.14]"
288,mean,0.0,92.75310393756651,153502.07981553744,163596.6062433487,10616.845157857397,164002.34728627172,0.0700975523235188,16.207875133025897,13177.905285562256,2072.6307201135155,0.15700603050727005,0.020606598084427667,0.8621851720468251,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
289,min,0.0,45.0,0.0,45000.0,0.0,45000.0,0.0,0.0,11795.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
290,q10,0.0,85.0,67500.0,82853.90000000001,6658.8,90000.0,0.04,9.0,12051.0,316.0,0.02,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
291,q25,0.0,91.0,112500.0,130824.0,7988.0,112500.0,0.05,11.0,12477.0,772.5,0.06,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
292,median,0.0,95.0,157500.0,180000.0,9274.5,139500.0,0.07,18.0,13196.0,1603.5,0.12,0.02,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
293,q75,0.0,97.0,183375.0,202500.0,12207.0,202500.0,0.09,20.0,13880.0,3035.25,0.23,0.03,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
294,q90,0.0,98.0,225000.0,227520.0,16265.7,263171.8000000006,0.1,20.0,14276.3,4584.900000000001,0.35,0.04,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
295,max,0.0,100.0,900000.0,254700.0,30357.0,2700000.0,0.1,38.0,14545.0,7934.0,0.55,0.07,12.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(-0.001, 0.1]"
296,mean,0.0,91.45534407027819,194637.90629575402,211566.6178623719,19192.90336749634,87502.90922401172,0.2207174231332353,11.607613469985358,13115.985358711567,2000.5812591508052,0.1522840409956076,0.019019033674963184,0.9106881405563689,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
297,min,0.0,44.0,54000.0,59702.0,6412.0,31500.0,0.2,8.0,11797.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
298,q10,0.0,81.0,135000.0,143928.0,11117.6,54000.0,0.2,9.0,12013.0,293.6,0.02,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
299,q25,0.0,89.0,157500.0,180000.0,14798.0,67500.0,0.21,9.0,12435.0,694.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
300,median,0.0,94.0,225000.0,225000.0,18266.0,90000.0,0.22,10.0,13099.0,1560.0,0.12,0.02,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
301,q75,0.0,97.0,225000.0,247500.0,24309.0,112500.0,0.23,14.0,13794.5,2905.0,0.22,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
302,q90,0.0,98.0,229500.0,254700.0,26874.0,121500.0,0.25,17.0,14260.0,4424.000000000002,0.34,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
303,max,0.0,99.0,252000.0,254700.0,30357.0,144000.0,0.25,27.0,14542.0,7754.0,0.54,0.07,4.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.19, 0.25]"
304,mean,0.0,91.78871617731721,185266.83937823834,200943.26943005182,16696.69027058146,100731.26943005182,0.16597006332757674,12.946459412780657,13150.142774899252,2039.3241220495106,0.15477259643062763,0.019487622337363467,0.8860103626943006,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
305,min,0.0,37.0,0.0,49752.0,5602.0,31500.0,0.15,8.0,11796.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
306,q10,0.0,81.0,121500.0,135000.0,10107.000000000002,61200.0,0.15,9.0,12087.0,310.0000000000001,0.02,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
307,q25,0.0,89.0,144000.0,164952.0,11925.0,67500.0,0.15,9.0,12415.0,715.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
308,median,0.0,95.0,202500.0,219042.0,15786.0,90000.0,0.16,12.0,13151.0,1572.0,0.12,0.02,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
309,q75,0.0,97.0,225000.0,239850.0,21290.0,135000.0,0.18,15.0,13841.0,2925.0,0.23,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
310,q90,0.0,98.0,229500.0,253737.0,25384.0,157500.0,0.19,20.0,14277.2,4545.800000000001,0.34,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
311,max,0.0,99.0,270000.0,254700.0,30357.0,202500.0,0.19,26.0,14544.0,7794.0,0.54,0.07,5.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.14, 0.19]"
312,mean,0.0,91.21751412429379,201533.89830508476,218727.1497175141,20780.305084745763,67829.58192090396,0.3125423728813561,10.887005649717514,13230.45197740113,1985.5056497175142,0.15008474576271177,0.02008474576271178,1.0084745762711864,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
313,min,0.0,50.0,90000.0,95940.0,9464.0,27000.0,0.26,8.0,11796.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
314,q10,0.0,80.0,135000.0,152820.0,13500.3,45000.0,0.26,9.0,12043.0,199.3,0.02,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
315,q25,0.0,88.25,180000.0,202500.0,16151.25,54000.0,0.27,9.0,12451.5,662.25,0.05,0.01,0.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
316,median,0.0,94.0,225000.0,227520.0,22252.0,67500.0,0.3,10.0,13265.0,1568.0,0.12,0.02,1.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
317,q75,0.0,97.0,225000.0,247632.0,25267.5,90000.0,0.34,12.0,13990.0,2957.25,0.22,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
318,q90,0.0,98.0,229500.0,254700.0,26992.6,90000.0,0.38,15.0,14258.5,4392.299999999999,0.33,0.03,2.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
319,max,0.0,99.0,252000.0,254700.0,30357.0,112500.0,0.69,23.0,14533.0,7407.0,0.52,0.05,5.0,"(44999.999, 254700.0]","(11794.0, 14545.0]","(0.25, 2.0]"
320,mean,0.0,90.24722447874358,176438.78797725425,188660.4760357433,14198.548605469809,115057.04630381803,0.12366639588410597,14.308421337665854,9988.576225291092,1189.2699702139182,0.11678851881938769,0.019737340915245413,0.520985648524235,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
321,min,0.0,49.0,0.0,45000.0,4014.0,36000.0,0.11,8.0,7678.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
322,q10,0.0,80.0,112500.0,123993.0,9000.0,67500.0,0.11,9.0,8363.2,223.0,0.02,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
323,q25,0.0,87.0,135000.0,157500.0,10125.0,81000.0,0.11,9.0,9062.0,482.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
324,median,0.0,93.0,180000.0,184082.0,12938.0,112500.0,0.12,14.0,10136.0,945.0,0.1,0.02,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
325,q75,0.0,96.0,225000.0,225000.0,17046.0,135000.0,0.13,20.0,10934.0,1640.0,0.16,0.03,1.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
326,q90,0.0,97.0,225000.0,247500.0,21920.0,180000.0,0.14,20.0,11451.8,2564.8,0.24,0.03,2.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
327,max,0.0,100.0,585000.0,254700.0,30357.0,270000.0,0.14,32.0,11794.0,4989.0,0.43,0.07,7.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.1, 0.14]"
328,mean,0.0,91.45771263815473,158353.9464199904,165778.2850792888,10333.183685728016,154181.51501681883,0.0719894281595395,16.784839019702066,9871.335415665546,1177.8666506487266,0.11681883709754635,0.021027150408457786,0.470446900528592,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
329,min,0.0,42.0,0.0,45000.0,2318.0,45000.0,0.01,8.0,7676.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
330,q10,0.0,83.0,90000.0,90000.0,6750.0,90000.0,0.04,9.0,8172.0,226.0,0.02,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
331,q25,0.0,89.0,135000.0,135000.0,9000.0,112500.0,0.06,13.0,8885.75,476.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
332,median,0.0,93.0,180000.0,180000.0,9000.0,135000.0,0.07,20.0,10011.0,934.0,0.1,0.02,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
333,q75,0.0,96.0,180000.0,180000.0,11470.0,180000.0,0.09,20.0,10835.5,1612.25,0.16,0.03,1.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
334,q90,0.0,97.0,225000.0,225000.0,15332.0,225000.0,0.1,20.0,11413.0,2560.7999999999993,0.24,0.04,1.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
335,max,0.0,99.0,675000.0,254700.0,30357.0,1890000.0,0.1,38.0,11793.0,5149.0,0.44,0.07,19.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(-0.001, 0.1]"
336,mean,0.0,89.4985754985755,199191.0636277303,215102.04938271604,20118.161443494777,92052.1339031339,0.2194681861348518,11.202279202279202,10113.42260208927,1202.8584995251663,0.11666666666666686,0.01885090218423547,0.5660018993352327,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
337,min,0.0,40.0,67500.0,76410.0,6764.0,31500.0,0.2,8.0,7673.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
338,q10,0.0,78.0,135000.0,152820.0,13091.0,58500.0,0.2,8.0,8567.4,194.4,0.02,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
339,q25,0.0,86.0,180000.0,191880.0,16002.0,67500.0,0.2,9.0,9338.0,432.0,0.04,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
340,median,0.0,92.0,225000.0,225000.0,19922.0,90000.0,0.22,10.0,10234.0,927.0,0.09,0.02,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
341,q75,0.0,95.0,225000.0,247275.0,25322.0,112500.0,0.23,13.0,10948.0,1738.0,0.17,0.03,1.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
342,q90,0.0,97.0,225000.0,254700.0,27189.0,135000.0,0.24,15.0,11471.4,2513.200000000001,0.24,0.03,2.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
343,max,0.0,99.0,252000.0,254700.0,30357.0,153000.0,0.25,26.0,11794.0,4790.0,0.42,0.07,8.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.19, 0.25]"
344,mean,0.0,89.83604395604395,187276.45626373627,202787.4632967033,16937.00043956044,102470.97978021979,0.165169230769231,12.908131868131868,10089.803956043956,1253.7164835164835,0.12234725274725283,0.019701098901099175,0.5648351648351648,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
345,min,0.0,45.0,0.0,50940.0,5558.0,36000.0,0.15,8.0,7693.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
346,q10,0.0,79.0,135000.0,135000.0,10125.0,67500.0,0.15,9.0,8514.0,234.4,0.02,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
347,q25,0.0,87.0,148500.0,168628.5,12375.0,76500.0,0.15,9.0,9285.5,503.0,0.05,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
348,median,0.0,92.0,202500.0,225000.0,16389.0,90000.0,0.16,12.0,10191.0,1025.0,0.1,0.02,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
349,q75,0.0,95.0,225000.0,239850.0,21168.0,135000.0,0.18,15.0,10961.0,1784.0,0.17,0.03,1.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
350,q90,0.0,97.0,225000.0,253737.0,25830.0,157500.0,0.19,20.0,11476.6,2627.8,0.25,0.03,2.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
351,max,0.0,99.0,252000.0,254700.0,30357.0,202500.0,0.19,27.0,11789.0,4913.0,0.42,0.07,4.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.14, 0.19]"
352,mean,0.0,89.06276150627615,204294.95397489538,220375.96652719667,21831.962343096235,72985.21966527197,0.3049372384937242,10.42887029288703,10145.677824267783,1250.1673640167364,0.12108786610878663,0.018221757322175604,0.6443514644351465,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
353,min,0.0,52.0,90000.0,95940.0,7952.0,27000.0,0.26,8.0,7741.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
354,q10,0.0,77.0,135000.0,161730.0,13482.0,45000.0,0.26,8.0,8680.5,192.7,0.02,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
355,q25,0.0,85.0,180000.0,206579.25,17775.0,58500.0,0.27,9.0,9348.25,456.5,0.05,0.01,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
356,median,0.0,91.0,225000.0,229500.0,23625.0,72000.0,0.29,9.0,10186.5,1018.5,0.1,0.02,0.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
357,q75,0.0,95.0,225000.0,247500.0,25960.0,90000.0,0.32,12.0,10958.0,1738.25,0.1775,0.03,1.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
358,q90,0.0,97.0,229500.0,254700.0,27558.0,90000.0,0.37,14.300000000000011,11500.6,2784.0000000000005,0.26,0.03,2.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
359,max,0.0,99.0,252000.0,254700.0,30357.0,117000.0,0.68,21.0,11794.0,4731.0,0.41,0.07,4.0,"(44999.999, 254700.0]","(7488.999, 11794.0]","(0.25, 2.0]"
360,mean,0.0,96.28356514334374,170650.00794777178,185496.88248651716,13135.909452171445,106151.60999148453,0.12439114391143948,14.855237013908601,22976.87453874539,680.8180527959125,0.03021288674425205,0.021683224524553367,0.01930173147885325,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
361,min,0.0,66.0,0.0,45000.0,3568.0,27000.0,0.11,8.0,20581.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
362,q10,0.0,93.0,90000.0,99000.0,7646.4000000000015,66780.00000000004,0.11,10.0,21067.2,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
363,q25,0.0,96.0,135000.0,142632.0,9535.5,76500.0,0.11,10.0,21835.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
364,median,0.0,97.0,180000.0,199080.0,12375.0,99000.0,0.12,15.0,23104.0,0.0,0.0,0.02,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
365,q75,0.0,98.0,225000.0,238500.0,15016.0,126000.0,0.13,18.0,24111.5,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
366,q90,0.0,99.0,225000.0,254700.0,22050.0,166500.0,0.14,20.0,24623.0,2026.4000000000024,0.09,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
367,max,0.0,99.0,405000.0,254700.0,30357.0,270000.0,0.14,34.0,25201.0,17912.0,0.73,0.07,6.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(0.1, 0.14]"
368,mean,0.0,95.80909623267617,148094.59847745462,161036.93812219403,9910.800117118875,143156.34647667382,0.07311926605504586,16.919968768299825,22613.223501854383,898.7327737653718,0.040599258247120885,0.02181143861018979,0.020105406988092916,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
369,min,0.0,50.0,0.0,45000.0,0.0,27900.0,0.0,0.0,20580.0,0.0,0.0,0.0,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
370,q10,0.0,92.0,67500.0,71955.0,5346.0,76500.0,0.04,10.0,20957.2,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
371,q25,0.0,95.0,99000.0,112500.0,6750.0,99000.0,0.06,12.0,21552.0,0.0,0.0,0.01,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
372,median,0.0,97.0,139500.0,161595.0,9122.0,135000.0,0.08,18.0,22568.0,0.0,0.0,0.02,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
373,q75,0.0,98.0,202500.0,225000.0,11889.0,171000.0,0.09,20.0,23672.5,0.0,0.0,0.03,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
374,q90,0.0,99.0,225000.0,242595.0,14751.0,225000.0,0.1,23.0,24273.0,3062.000000000001,0.14,0.04,0.0,"(44999.999, 254700.0]","(20579.0, 25229.0]","(-0.001, 0.1]"
